,product_id,store_id,brand_id,date,sales_product,MA7_P,LAG7_P,sales_brand,MA7_B,LAG7_B,sales_store,MA7_S,LAG7_S
0,0,0,0,2021-03-01,9.0,9.0,,38.0,38.0,,65.0,65.0,
1,0,0,0,2021-03-02,3.0,6.0,,17.0,27.5,,41.0,53.0,
2,0,0,0,2021-03-03,13.0,8.333333333333334,,22.0,25.666666666666668,,43.0,49.666666666666664,
3,0,0,0,2021-03-04,15.0,10.0,,33.0,27.5,,52.0,50.25,
4,0,0,0,2021-03-05,14.0,10.8,,48.0,31.6,,57.0,51.6,
5,0,0,0,2021-03-06,7.0,10.166666666666666,,17.0,29.166666666666668,,42.0,50.0,
6,0,0,0,2021-03-07,13.0,10.571428571428571,,19.0,27.714285714285715,,31.0,47.285714285714285,
7,0,0,0,2021-03-08,7.0,10.285714285714286,9.0,17.0,24.714285714285715,38.0,34.0,42.857142857142854,65.0
8,0,0,0,2021-03-09,15.0,12.0,3.0,35.0,27.285714285714285,17.0,49.0,44.0,41.0
9,0,0,0,2021-03-10,12.0,11.857142857142858,13.0,45.0,30.571428571428573,22.0,77.0,48.857142857142854,43.0
10,0,0,0,2021-03-11,17.0,12.142857142857142,15.0,43.0,32.0,33.0,45.0,47.857142857142854,52.0
11,0,0,0,2021-03-12,14.0,12.142857142857142,14.0,45.0,31.571428571428573,48.0,79.0,51.0,57.0
12,0,0,0,2021-03-13,12.0,12.857142857142858,7.0,25.0,32.714285714285715,17.0,37.0,50.285714285714285,42.0
13,0,0,0,2021-03-14,8.0,12.142857142857142,13.0,8.0,31.142857142857142,19.0,20.0,48.714285714285715,31.0
14,0,0,0,2021-03-15,14.0,13.142857142857142,7.0,48.0,35.57142857142857,17.0,62.0,52.714285714285715,34.0
15,0,0,0,2021-03-16,12.0,12.714285714285714,15.0,39.0,36.142857142857146,35.0,63.0,54.714285714285715,49.0
16,0,0,0,2021-03-17,0.0,11.0,12.0,10.0,31.142857142857142,45.0,34.0,48.57142857142857,77.0
17,0,0,0,2021-03-18,6.0,9.428571428571429,17.0,22.0,28.142857142857142,43.0,42.0,48.142857142857146,45.0
18,0,0,0,2021-03-19,8.0,8.571428571428571,14.0,19.0,24.428571428571427,45.0,25.0,40.42857142857143,79.0
19,0,0,0,2021-03-20,0.0,6.857142857142857,12.0,11.0,22.428571428571427,25.0,25.0,38.714285714285715,37.0
20,0,0,0,2021-03-21,11.0,7.285714285714286,8.0,18.0,23.857142857142858,8.0,42.0,41.857142857142854,20.0
21,0,0,0,2021-03-22,7.0,6.285714285714286,14.0,43.0,23.142857142857142,48.0,77.0,44.0,62.0
22,0,0,0,2021-03-23,10.0,6.0,12.0,36.0,22.714285714285715,39.0,49.0,42.0,63.0
23,0,0,0,2021-03-24,18.0,8.571428571428571,0.0,39.0,26.857142857142858,10.0,68.0,46.857142857142854,34.0
24,0,0,0,2021-03-25,16.0,10.0,6.0,27.0,27.571428571428573,22.0,50.0,48.0,42.0
25,0,0,0,2021-03-26,7.0,9.857142857142858,8.0,44.0,31.142857142857142,19.0,62.0,53.285714285714285,25.0
26,0,0,0,2021-03-27,2.0,10.142857142857142,0.0,8.0,30.714285714285715,11.0,25.0,53.285714285714285,25.0
27,0,0,0,2021-03-28,2.0,8.857142857142858,11.0,23.0,31.428571428571427,18.0,41.0,53.142857142857146,42.0
28,0,0,0,2021-03-29,0.0,7.857142857142857,7.0,22.0,28.428571428571427,43.0,42.0,48.142857142857146,77.0
29,0,0,0,2021-03-30,4.0,7.0,10.0,32.0,27.857142857142858,36.0,48.0,48.0,49.0
30,0,0,0,2021-03-31,9.0,5.714285714285714,18.0,33.0,27.0,39.0,54.0,46.0,68.0
31,0,0,0,2021-04-01,6.0,4.285714285714286,16.0,28.0,27.142857142857142,27.0,53.0,46.42857142857143,50.0
32,0,0,0,2021-04-02,8.0,4.428571428571429,7.0,20.0,23.714285714285715,44.0,50.0,44.714285714285715,62.0
33,0,0,0,2021-04-03,6.0,5.0,2.0,21.0,25.571428571428573,8.0,37.0,46.42857142857143,25.0
34,0,0,0,2021-04-04,8.0,5.857142857142857,2.0,33.0,27.0,23.0,54.0,48.285714285714285,41.0
35,0,0,0,2021-04-05,7.0,6.857142857142857,0.0,9.0,25.142857142857142,22.0,23.0,45.57142857142857,42.0
36,0,0,0,2021-04-06,11.0,7.857142857142857,4.0,28.0,24.571428571428573,32.0,47.0,45.42857142857143,48.0
37,0,0,0,2021-04-07,1.0,6.714285714285714,9.0,15.0,22.0,33.0,34.0,42.57142857142857,54.0
38,0,0,0,2021-04-08,0.0,5.857142857142857,6.0,33.0,22.714285714285715,28.0,52.0,42.42857142857143,53.0
39,0,0,0,2021-04-09,15.0,6.857142857142857,8.0,28.0,23.857142857142858,20.0,38.0,40.714285714285715,50.0
40,0,0,0,2021-04-10,4.0,6.571428571428571,6.0,26.0,24.571428571428573,21.0,30.0,39.714285714285715,37.0
41,0,0,0,2021-04-11,2.0,5.714285714285714,8.0,8.0,21.0,33.0,34.0,36.857142857142854,54.0
42,0,0,0,2021-04-12,11.0,6.285714285714286,7.0,24.0,23.142857142857142,9.0,36.0,38.714285714285715,23.0
43,0,0,0,2021-04-13,7.0,5.714285714285714,11.0,34.0,24.0,28.0,54.0,39.714285714285715,47.0
44,0,0,0,2021-04-14,2.0,5.857142857142857,1.0,22.0,25.0,15.0,24.0,38.285714285714285,34.0
45,0,0,0,2021-04-15,0.0,5.857142857142857,0.0,17.0,22.714285714285715,33.0,38.0,36.285714285714285,52.0
46,0,0,0,2021-04-16,2.0,4.0,15.0,17.0,21.142857142857142,28.0,47.0,37.57142857142857,38.0
47,0,0,0,2021-04-17,4.0,4.0,4.0,17.0,19.857142857142858,26.0,38.0,38.714285714285715,30.0
48,0,0,0,2021-04-18,14.0,5.714285714285714,2.0,18.0,21.285714285714285,8.0,37.0,39.142857142857146,34.0
49,0,0,0,2021-04-19,13.0,6.0,11.0,29.0,22.0,24.0,61.0,42.714285714285715,36.0
50,0,0,0,2021-04-20,2.0,5.285714285714286,7.0,19.0,19.857142857142858,34.0,29.0,39.142857142857146,54.0
51,0,0,0,2021-04-21,0.0,5.0,2.0,37.0,22.0,22.0,58.0,44.0,24.0
52,0,0,0,2021-04-22,4.0,5.571428571428571,0.0,30.0,23.857142857142858,17.0,49.0,45.57142857142857,38.0
53,0,0,0,2021-04-23,13.0,7.142857142857143,2.0,36.0,26.571428571428573,17.0,51.0,46.142857142857146,47.0
54,0,0,0,2021-04-24,6.0,7.428571428571429,4.0,22.0,27.285714285714285,17.0,47.0,47.42857142857143,38.0
55,0,0,0,2021-04-25,8.0,6.571428571428571,14.0,32.0,29.285714285714285,18.0,45.0,48.57142857142857,37.0
56,0,0,0,2021-04-26,14.0,6.714285714285714,13.0,30.0,29.428571428571427,29.0,43.0,46.0,61.0
57,0,0,0,2021-04-27,14.0,8.428571428571429,2.0,42.0,32.714285714285715,19.0,43.0,48.0,29.0
58,0,0,0,2021-04-28,9.0,9.714285714285714,0.0,34.0,32.285714285714285,37.0,68.0,49.42857142857143,58.0
59,0,0,0,2021-04-29,12.0,10.857142857142858,4.0,30.0,32.285714285714285,30.0,53.0,50.0,49.0
60,0,0,0,2021-04-30,18.0,11.571428571428571,13.0,33.0,31.857142857142858,36.0,49.0,49.714285714285715,51.0
61,0,0,0,2021-05-01,6.0,11.571428571428571,6.0,26.0,32.42857142857143,22.0,45.0,49.42857142857143,47.0
62,0,0,0,2021-05-02,16.0,12.714285714285714,8.0,31.0,32.285714285714285,32.0,47.0,49.714285714285715,45.0
63,0,0,0,2021-05-03,19.0,13.428571428571429,14.0,42.0,34.0,30.0,56.0,51.57142857142857,43.0
64,0,0,0,2021-05-04,3.0,11.857142857142858,14.0,30.0,32.285714285714285,42.0,40.0,51.142857142857146,43.0
65,0,0,0,2021-05-05,4.0,11.142857142857142,9.0,26.0,31.142857142857142,34.0,48.0,48.285714285714285,68.0
66,0,0,0,2021-05-06,6.0,10.285714285714286,12.0,14.0,28.857142857142858,30.0,39.0,46.285714285714285,53.0
67,0,0,0,2021-05-07,12.0,9.428571428571429,18.0,17.0,26.571428571428573,33.0,30.0,43.57142857142857,49.0
68,0,0,0,2021-05-08,14.0,10.571428571428571,6.0,39.0,28.428571428571427,26.0,50.0,44.285714285714285,45.0
69,0,0,0,2021-05-09,10.0,9.714285714285714,16.0,17.0,26.428571428571427,31.0,36.0,42.714285714285715,47.0
70,0,0,0,2021-05-10,3.0,7.428571428571429,19.0,10.0,21.857142857142858,42.0,37.0,40.0,56.0
71,0,0,0,2021-05-11,12.0,8.714285714285714,3.0,34.0,22.428571428571427,30.0,49.0,41.285714285714285,40.0
72,0,0,0,2021-05-12,6.0,9.0,4.0,41.0,24.571428571428573,26.0,61.0,43.142857142857146,48.0
73,0,0,0,2021-05-13,18.0,10.714285714285714,6.0,25.0,26.142857142857142,14.0,57.0,45.714285714285715,39.0
74,0,0,0,2021-05-14,1.0,9.142857142857142,12.0,11.0,25.285714285714285,17.0,42.0,47.42857142857143,30.0
75,0,0,0,2021-05-15,9.0,8.428571428571429,14.0,28.0,23.714285714285715,39.0,43.0,46.42857142857143,50.0
76,0,0,0,2021-05-16,12.0,8.714285714285714,10.0,44.0,27.571428571428573,17.0,73.0,51.714285714285715,36.0
77,0,0,0,2021-05-17,5.0,9.0,3.0,24.0,29.571428571428573,10.0,32.0,51.0,37.0
78,0,0,0,2021-05-18,11.0,8.857142857142858,12.0,24.0,28.142857142857142,34.0,45.0,50.42857142857143,49.0
79,0,0,0,2021-05-19,11.0,9.571428571428571,6.0,35.0,27.285714285714285,41.0,49.0,48.714285714285715,61.0
80,0,0,0,2021-05-20,19.0,9.714285714285714,18.0,33.0,28.428571428571427,25.0,69.0,50.42857142857143,57.0
81,0,0,0,2021-05-21,10.0,11.0,1.0,33.0,31.571428571428573,11.0,47.0,51.142857142857146,42.0
82,0,0,0,2021-05-22,6.0,10.571428571428571,9.0,22.0,30.714285714285715,28.0,30.0,49.285714285714285,43.0
83,0,0,0,2021-05-23,0.0,8.857142857142858,12.0,29.0,28.571428571428573,44.0,46.0,45.42857142857143,73.0
84,0,0,0,2021-05-24,0.0,8.142857142857142,5.0,15.0,27.285714285714285,24.0,45.0,47.285714285714285,32.0
85,0,0,0,2021-05-25,19.0,9.285714285714286,11.0,26.0,27.571428571428573,24.0,48.0,47.714285714285715,45.0
86,0,0,0,2021-05-26,12.0,9.428571428571429,11.0,29.0,26.714285714285715,35.0,53.0,48.285714285714285,49.0
87,0,0,0,2021-05-27,8.0,7.857142857142857,19.0,45.0,28.428571428571427,33.0,60.0,47.0,69.0
88,0,0,0,2021-05-28,2.0,6.714285714285714,10.0,6.0,24.571428571428573,33.0,26.0,44.0,47.0
89,0,0,0,2021-05-29,6.0,6.714285714285714,6.0,22.0,24.571428571428573,22.0,36.0,44.857142857142854,30.0
90,0,0,0,2021-05-30,5.0,7.428571428571429,0.0,23.0,23.714285714285715,29.0,29.0,42.42857142857143,46.0
91,0,0,0,2021-05-31,0.0,7.428571428571429,0.0,0.0,21.571428571428573,15.0,0.0,36.0,45.0
92,0,0,0,2021-06-01,0.0,4.714285714285714,19.0,0.0,17.857142857142858,26.0,0.0,29.142857142857142,48.0
93,0,0,0,2021-06-02,0.0,3.0,12.0,0.0,13.714285714285714,29.0,0.0,21.571428571428573,53.0
94,0,0,0,2021-06-03,0.0,1.8571428571428572,8.0,0.0,7.285714285714286,45.0,0.0,13.0,60.0
95,0,0,0,2021-06-04,0.0,1.5714285714285714,2.0,0.0,6.428571428571429,6.0,0.0,9.285714285714286,26.0
96,0,0,0,2021-06-05,0.0,0.7142857142857143,6.0,0.0,3.2857142857142856,22.0,0.0,4.142857142857143,36.0
97,0,0,0,2021-06-06,0.0,0.0,5.0,0.0,0.0,23.0,0.0,0.0,29.0
98,0,0,0,2021-06-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,0,0,0,2021-06-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,0,0,0,2021-06-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,0,0,0,2021-06-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,0,0,0,2021-06-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0,0,0,2021-06-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,0,0,0,2021-06-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0,0,0,2021-06-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,0,0,0,2021-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0,0,0,2021-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0,0,0,2021-06-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,0,0,0,2021-06-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0,0,0,2021-06-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,0,0,0,2021-06-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
